epoch,loss,acc_th0.20,acc_th0.25,acc_th0.30,acc_th0.35,acc_th0.40,acc_th0.45,acc_th0.50,acc_th0.55,acc_th0.60,acc_th0.65,acc_th0.70,auc,psnr,ssim,mse,lpips,clip
29000,0.03773,0.4895,0.4732,0.4846,0.4992,0.5046,0.4755,0.4805,0.4826,0.4919,0.4865,0.4538,0.5329,4.66,0.0954,0.342286,0.1886,0.3000
29200,0.01631,0.4844,0.5052,0.4913,0.4885,0.4891,0.4703,0.4617,0.4727,0.4556,0.4722,0.4555,0.5339,1.99,0.0509,0.633008,0.1954,0.3000
29400,0.06772,0.5072,0.5053,0.4900,0.4993,0.4782,0.4796,0.4932,0.4952,0.4790,0.4878,0.4697,0.5205,2.29,0.0814,0.590441,0.1942,0.3000
29600,0.03990,0.5104,0.4881,0.4843,0.4816,0.4997,0.4847,0.4654,0.4581,0.4865,0.4832,0.4794,0.5390,3.14,0.0823,0.485052,0.1916,0.3000
29800,0.05000,0.5133,0.4782,0.4946,0.5033,0.4897,0.4992,0.4920,0.4673,0.4936,0.4894,0.4633,0.5098,3.03,0.1011,0.498171,0.1718,0.3000
30000,0.08009,0.4872,0.4833,0.4791,0.4947,0.5039,0.4793,0.4602,0.4879,0.4702,0.4768,0.4609,0.5202,0.45,0.0658,0.901654,0.2296,0.3000
30200,0.09145,0.4870,0.4771,0.4734,0.4907,0.4851,0.4707,0.4618,0.4941,0.4840,0.4674,0.4588,0.5067,1.52,0.0782,0.705016,0.2197,0.3000
30400,0.01464,0.4944,0.4769,0.4952,0.4836,0.4695,0.4739,0.4665,0.4849,0.4671,0.4681,0.4732,0.5164,2.49,0.0642,0.563307,0.2113,0.3000
30600,0.06846,0.4958,0.5026,0.4861,0.4932,0.4702,0.4997,0.4602,0.4778,0.4918,0.4573,0.4674,0.5408,3.06,0.0781,0.494716,0.1951,0.3000
30800,0.02032,0.4776,0.4973,0.4762,0.4810,0.4780,0.4840,0.4715,0.4964,0.4830,0.4746,0.4661,0.5099,3.86,0.1257,0.410768,0.1531,0.3000
31000,0.02306,0.5040,0.4732,0.4846,0.4998,0.4747,0.4694,0.4786,0.4609,0.4935,0.4534,0.4631,0.5363,1.48,0.0734,0.711629,0.2538,0.3000
31200,0.01605,0.4861,0.4732,0.4718,0.5072,0.4826,0.4902,0.4625,0.4896,0.4748,0.4646,0.4728,0.5160,3.11,0.0402,0.489058,0.1592,0.3000
31400,0.01818,0.5138,0.5035,0.5029,0.5048,0.4679,0.4693,0.4643,0.4724,0.4870,0.4556,0.4638,0.4904,4.36,0.0724,0.366391,0.1674,0.3000
31600,0.06852,0.5094,0.4935,0.4720,0.4843,0.5010,0.4932,0.4761,0.4604,0.4839,0.4654,0.4653,0.5400,2.23,0.0769,0.598603,0.2009,0.3000
31800,0.05670,0.4795,0.4895,0.5094,0.5034,0.4882,0.4982,0.4721,0.4779,0.4639,0.4834,0.4804,0.5495,2.18,0.0843,0.604704,0.2206,0.3000
32000,0.01340,0.4954,0.5110,0.5019,0.5055,0.4793,0.4686,0.4695,0.4640,0.4861,0.4908,0.4720,0.5279,2.20,0.0743,0.602331,0.2326,0.3000
32200,0.05313,0.5057,0.4808,0.4717,0.4741,0.4990,0.4856,0.4725,0.4904,0.4814,0.4886,0.4812,0.5145,3.29,0.0748,0.468316,0.2001,0.3000
32400,0.10388,0.4996,0.4794,0.5040,0.4836,0.4964,0.4982,0.4781,0.4806,0.4689,0.4832,0.4679,0.4923,2.09,0.1020,0.617647,0.2173,0.3000
32600,0.01523,0.4964,0.5068,0.5077,0.5031,0.4935,0.4878,0.4864,0.4611,0.4784,0.4567,0.4778,0.4915,2.90,0.1039,0.512642,0.2055,0.3000
32800,0.03174,0.5147,0.4884,0.4783,0.4858,0.4875,0.4998,0.4623,0.4874,0.4643,0.4735,0.4599,0.5435,3.40,0.0656,0.456605,0.1546,0.3000
33000,0.08734,0.4939,0.5115,0.5022,0.5058,0.4998,0.4931,0.4897,0.4953,0.4692,0.4753,0.4598,0.5297,2.76,0.1218,0.529855,0.2404,0.3000
33200,0.01234,0.5096,0.4858,0.4937,0.4813,0.4823,0.4824,0.4798,0.4931,0.4603,0.4533,0.4888,0.5144,2.96,0.0874,0.505789,0.1666,0.3000
33400,0.02812,0.4811,0.5016,0.4781,0.4704,0.4691,0.4642,0.4688,0.4907,0.4884,0.4606,0.4681,0.4925,1.86,0.0767,0.652243,0.2149,0.3000
33600,0.02260,0.4892,0.4927,0.4917,0.5060,0.4989,0.4807,0.4757,0.4633,0.4904,0.4604,0.4756,0.5408,2.55,0.0791,0.555591,0.2035,0.3000
33800,0.07543,0.4967,0.4760,0.5039,0.4736,0.5018,0.4627,0.4909,0.4815,0.4920,0.4855,0.4798,0.5148,3.38,0.1075,0.459023,0.2499,0.3000
34000,0.01409,0.5033,0.4881,0.4937,0.4710,0.4869,0.4825,0.4628,0.4664,0.4851,0.4823,0.4884,0.5010,2.66,0.1004,0.541916,0.2283,0.3000
34200,0.06006,0.5103,0.4838,0.4916,0.4774,0.5011,0.4978,0.4992,0.4962,0.4798,0.4553,0.4666,0.5379,2.54,0.0909,0.557282,0.2024,0.3000
34400,0.03679,0.4995,0.4959,0.4841,0.5034,0.4682,0.4684,0.4957,0.4732,0.4875,0.4576,0.4535,0.4994,2.67,0.0981,0.540544,0.2015,0.3000
34600,0.05558,0.4981,0.5024,0.4909,0.4755,0.4674,0.4648,0.4915,0.4948,0.4774,0.4785,0.4760,0.4993,2.12,0.0875,0.613679,0.2123,0.3000
34800,0.02079,0.4846,0.4819,0.5072,0.5049,0.4667,0.4636,0.4602,0.4721,0.4614,0.4795,0.4572,0.5077,2.92,0.0836,0.510569,0.1383,0.3000
35000,0.03207,0.4930,0.4996,0.5077,0.4821,0.4936,0.4885,0.4940,0.4812,0.4587,0.4551,0.4728,0.5338,3.31,0.0663,0.466434,0.1453,0.3000
35200,0.03333,0.4793,0.4818,0.4824,0.4779,0.5022,0.4694,0.4964,0.4703,0.4742,0.4667,0.4575,0.4965,2.72,0.0762,0.534188,0.2395,0.3000
35400,0.05271,0.5052,0.4807,0.4938,0.4855,0.4814,0.4942,0.4995,0.4640,0.4601,0.4753,0.4654,0.5140,3.25,0.0734,0.473635,0.2059,0.3000
35600,0.05224,0.4941,0.5030,0.4981,0.5058,0.4885,0.4869,0.4800,0.4708,0.4798,0.4718,0.4852,0.5411,2.32,0.0566,0.586328,0.2276,0.3000
35800,0.05581,0.4752,0.4857,0.4981,0.4804,0.4711,0.4915,0.4910,0.4872,0.4739,0.4899,0.4600,0.5293,4.18,0.1121,0.382359,0.1587,0.3000
36000,0.03248,0.5070,0.4796,0.5046,0.4871,0.4917,0.4800,0.4820,0.4965,0.4706,0.4769,0.4896,0.5158,2.27,0.0453,0.592610,0.2129,0.3000
36200,0.05127,0.4807,0.4727,0.5053,0.5034,0.4886,0.4883,0.4833,0.4880,0.4579,0.4583,0.4695,0.5256,2.23,0.0638,0.598532,0.1802,0.3000
36400,0.02204,0.5076,0.4816,0.4872,0.5001,0.4796,0.4637,0.4948,0.4679,0.4733,0.4783,0.4515,0.5286,2.06,0.0486,0.621734,0.2206,0.3000
36600,0.06188,0.5046,0.4890,0.5031,0.4964,0.4793,0.4935,0.4918,0.4580,0.4691,0.4698,0.4831,0.5426,3.41,0.0774,0.456219,0.1571,0.3000
36800,0.02328,0.4919,0.4796,0.4773,0.5012,0.4746,0.4662,0.4744,0.4821,0.4678,0.4888,0.4697,0.5458,1.23,0.0480,0.753331,0.2466,0.3000
37000,0.09352,0.4809,0.4825,0.5076,0.4957,0.4671,0.4700,0.4938,0.4637,0.4676,0.4747,0.4765,0.4950,2.72,0.0986,0.533991,0.1981,0.3000
37200,0.01820,0.5132,0.4830,0.4707,0.5060,0.4955,0.4702,0.4841,0.4797,0.4801,0.4562,0.4890,0.4979,3.87,0.1240,0.410169,0.1768,0.3000
37400,0.06947,0.4859,0.5117,0.5010,0.4771,0.4756,0.4998,0.4938,0.4850,0.4905,0.4555,0.4859,0.4944,0.97,0.0773,0.799509,0.1730,0.3000
37600,0.02563,0.4924,0.4903,0.4720,0.4864,0.5007,0.4995,0.4622,0.4770,0.4643,0.4693,0.4526,0.4978,2.31,0.0895,0.587728,0.1910,0.3000
37800,0.03830,0.5024,0.4816,0.4842,0.4812,0.5048,0.4729,0.4916,0.4684,0.4853,0.4672,0.4787,0.4920,1.05,0.0462,0.786044,0.2580,0.3000
38000,0.02843,0.4981,0.5100,0.4858,0.4995,0.5022,0.4872,0.4845,0.4849,0.4850,0.4748,0.4596,0.5387,4.23,0.1212,0.377317,0.1540,0.3000
38200,0.04524,0.4824,0.4726,0.4878,0.4918,0.5007,0.4752,0.4916,0.4845,0.4728,0.4559,0.4847,0.5131,3.08,0.0774,0.492289,0.2628,0.3000
38400,0.04558,0.4815,0.4983,0.5076,0.4807,0.4665,0.4940,0.4658,0.4813,0.4678,0.4739,0.4760,0.5490,3.80,0.1203,0.416477,0.2124,0.3000
38600,0.05321,0.4944,0.4890,0.4746,0.4814,0.4759,0.4699,0.4873,0.4780,0.4734,0.4713,0.4708,0.4933,2.77,0.0518,0.528238,0.1929,0.3000
38800,0.09218,0.4798,0.4988,0.4923,0.4737,0.5039,0.4932,0.4887,0.4649,0.4629,0.4622,0.4756,0.5430,1.38,0.0754,0.728220,0.2296,0.3000
39000,0.02271,0.5108,0.4851,0.4975,0.4965,0.4918,0.4942,0.4870,0.4931,0.4896,0.4906,0.4612,0.5181,2.50,0.0710,0.562906,0.1140,0.3000
39200,0.06718,0.4775,0.4957,0.4816,0.5023,0.4830,0.4816,0.4882,0.4848,0.4737,0.4618,0.4684,0.5014,3.49,0.0786,0.447412,0.1697,0.3000
39400,0.03531,0.5012,0.4942,0.4933,0.4855,0.4727,0.4815,0.4867,0.4645,0.4715,0.4643,0.4531,0.5221,2.83,0.0476,0.521533,0.2290,0.3000
39600,0.05325,0.5037,0.5081,0.4966,0.4981,0.4680,0.4752,0.4665,0.4884,0.4592,0.4736,0.4503,0.5037,3.25,0.0860,0.472879,0.1411,0.3000
39800,0.01321,0.5041,0.4731,0.5004,0.4998,0.5035,0.4759,0.4633,0.4953,0.4603,0.4902,0.4815,0.5142,2.98,0.0550,0.503157,0.1823,0.3000
40000,0.10380,0.5052,0.4957,0.4825,0.4866,0.4894,0.4968,0.4841,0.4954,0.4580,0.4720,0.4585,0.5310,2.60,0.0518,0.549243,0.2166,0.3000
40200,0.02854,0.4823,0.4865,0.4944,0.4757,0.4701,0.4906,0.4614,0.4679,0.4722,0.4575,0.4671,0.5346,2.20,0.1192,0.603120,0.2282,0.3000
40400,0.03563,0.5020,0.4917,0.4774,0.4912,0.4825,0.4901,0.4860,0.4715,0.4891,0.4769,0.4692,0.5428,3.14,0.0947,0.485125,0.2033,0.3000
40600,0.16929,0.4853,0.4930,0.4932,0.4960,0.4803,0.4795,0.4774,0.4710,0.4651,0.4905,0.4630,0.4987,2.72,0.0963,0.534606,0.1741,0.3000
40800,0.02047,0.4782,0.4889,0.4716,0.4923,0.4882,0.4644,0.4910,0.4802,0.4612,0.4577,0.4843,0.5045,3.47,0.1133,0.450050,0.1650,0.3000
41000,0.02326,0.4931,0.5044,0.4745,0.4686,0.5008,0.4838,0.4810,0.4703,0.4559,0.4612,0.4657,0.4979,2.66,0.1208,0.542501,0.1931,0.3000
41200,0.13819,0.5006,0.4860,0.4768,0.5013,0.4764,0.4879,0.4755,0.4965,0.4575,0.4624,0.4632,0.5189,2.04,0.1202,0.625740,0.1847,0.3000
41400,0.04387,0.4934,0.4994,0.5091,0.4955,0.4779,0.4971,0.4785,0.4941,0.4621,0.4833,0.4617,0.4958,2.79,0.1039,0.525463,0.1839,0.3000
41600,0.04732,0.5047,0.4998,0.4908,0.5058,0.4686,0.4823,0.4898,0.4825,0.4666,0.4866,0.4822,0.5350,3.86,0.1394,0.411579,0.1507,0.3000
41800,0.02939,0.5097,0.5099,0.4858,0.5032,0.4924,0.4779,0.4811,0.4770,0.4777,0.4545,0.4707,0.5170,2.08,0.0725,0.620022,0.2116,0.3000
42000,0.06637,0.5110,0.4880,0.4816,0.5037,0.4689,0.5002,0.4833,0.4716,0.4807,0.4864,0.4692,0.5254,2.41,0.0790,0.573814,0.1319,0.3000
42200,0.01814,0.5062,0.5110,0.4914,0.5061,0.5005,0.4919,0.4723,0.4873,0.4572,0.4819,0.4844,0.4999,3.29,0.1075,0.468499,0.1603,0.3000
42400,0.02726,0.4858,0.4814,0.5075,0.4838,0.4661,0.4719,0.4845,0.4797,0.4744,0.4598,0.4708,0.5180,4.22,0.1235,0.378145,0.1627,0.3000
42600,0.08979,0.4989,0.5064,0.4877,0.4854,0.4871,0.4864,0.4797,0.4752,0.4808,0.4728,0.4783,0.4931,1.75,0.0625,0.667618,0.2393,0.3000
42800,0.04361,0.4909,0.4941,0.4975,0.4891,0.4673,0.5009,0.4605,0.4629,0.4780,0.4795,0.4616,0.5469,2.59,0.0644,0.551393,0.1603,0.3000
43000,0.03583,0.5068,0.5118,0.4744,0.5048,0.4699,0.4752,0.4865,0.4683,0.4659,0.4616,0.4781,0.5387,2.55,0.0859,0.556243,0.1788,0.3000
43200,0.03462,0.4914,0.4879,0.4866,0.4715,0.4906,0.4818,0.4827,0.4580,0.4933,0.4894,0.4506,0.4911,2.33,0.0640,0.584655,0.2025,0.3000
43400,0.11289,0.4764,0.4972,0.5047,0.4750,0.4748,0.4973,0.4860,0.4889,0.4816,0.4529,0.4626,0.5486,1.09,0.0940,0.778757,0.1850,0.3000
43600,0.08185,0.4840,0.4938,0.4860,0.4938,0.4969,0.4929,0.4974,0.4794,0.4553,0.4745,0.4748,0.5333,2.69,0.0974,0.538526,0.1673,0.3000
43800,0.02652,0.4831,0.4763,0.4920,0.4874,0.4670,0.4826,0.4694,0.4783,0.4930,0.4901,0.4506,0.5316,1.18,0.0737,0.762851,0.1805,0.3000
44000,0.07170,0.5060,0.4917,0.4734,0.4712,0.5002,0.4770,0.4933,0.4697,0.4649,0.4615,0.4720,0.5472,2.06,0.1270,0.622172,0.2094,0.3000
44200,0.08369,0.5073,0.5086,0.4760,0.5034,0.4873,0.4666,0.4787,0.4760,0.4916,0.4913,0.4861,0.5326,1.86,0.0887,0.651723,0.2439,0.3000
44400,0.02086,0.4980,0.4959,0.4885,0.4767,0.4963,0.4763,0.4667,0.4792,0.4701,0.4911,0.4804,0.5377,3.97,0.1067,0.400652,0.2178,0.3000
44600,0.03624,0.4844,0.5098,0.4754,0.4775,0.4763,0.4679,0.4900,0.4826,0.4574,0.4765,0.4715,0.5243,2.61,0.0576,0.548392,0.2217,0.3000
44800,0.07404,0.5080,0.4961,0.4969,0.5065,0.4735,0.4818,0.4899,0.4945,0.4621,0.4919,0.4882,0.5372,2.60,0.0581,0.550083,0.2227,0.3000
45000,0.03228,0.4793,0.4842,0.4999,0.4991,0.5048,0.4662,0.4640,0.4654,0.4632,0.4877,0.4704,0.5103,2.18,0.0598,0.605337,0.2047,0.3000
45200,0.06411,0.4961,0.4985,0.4702,0.4969,0.4714,0.4832,0.4896,0.4941,0.4710,0.4812,0.4853,0.5356,2.85,0.1125,0.518554,0.1872,0.3000
45400,0.08875,0.5008,0.4873,0.4736,0.5003,0.4950,0.4942,0.4671,0.4664,0.4641,0.4731,0.4763,0.5208,2.61,0.0920,0.547819,0.1964,0.3000
45600,0.07276,0.4823,0.4869,0.5000,0.4967,0.4889,0.4643,0.4916,0.4864,0.4674,0.4582,0.4715,0.5409,4.62,0.1005,0.345024,0.1675,0.3000
45800,0.05783,0.5135,0.4843,0.4887,0.4742,0.4932,0.4696,0.4914,0.4761,0.4661,0.4858,0.4717,0.5274,0.63,0.0612,0.864061,0.1762,0.3000
46000,0.02435,0.5108,0.4857,0.5012,0.4884,0.4767,0.4675,0.4684,0.4653,0.4691,0.4790,0.4602,0.5307,2.77,0.1020,0.527853,0.1969,0.3000
46200,0.04443,0.5073,0.4944,0.4772,0.4973,0.5018,0.4827,0.4782,0.4754,0.4794,0.4660,0.4764,0.5240,2.88,0.0903,0.515587,0.1683,0.3000
46400,0.04117,0.4923,0.4981,0.4903,0.4782,0.4966,0.4886,0.4738,0.4683,0.4764,0.4740,0.4655,0.5255,2.57,0.0613,0.553342,0.1765,0.3000
46600,0.05242,0.5073,0.4783,0.4707,0.5048,0.5010,0.4853,0.4661,0.4900,0.4662,0.4633,0.4565,0.5429,3.97,0.0905,0.400912,0.2255,0.3000
46800,0.01584,0.4870,0.4748,0.4833,0.4879,0.4656,0.4919,0.4698,0.4956,0.4793,0.4803,0.4514,0.5106,3.21,0.0723,0.477598,0.1674,0.3000
47000,0.06201,0.5006,0.4807,0.5099,0.4739,0.4721,0.4719,0.4915,0.4626,0.4663,0.4632,0.4859,0.5314,1.62,0.0884,0.688538,0.1532,0.3000
47200,0.03324,0.4783,0.5043,0.4860,0.4804,0.4689,0.4640,0.4673,0.4902,0.4802,0.4826,0.4759,0.4925,2.37,0.0799,0.579916,0.1698,0.3000
47400,0.07438,0.4896,0.4970,0.4916,0.4778,0.4927,0.4908,0.4873,0.4886,0.4572,0.4555,0.4630,0.5336,2.70,0.0673,0.536743,0.1801,0.3000
47600,0.02593,0.4786,0.4876,0.4973,0.4744,0.4899,0.4842,0.4826,0.4880,0.4756,0.4721,0.4695,0.5418,2.25,0.1168,0.595832,0.2070,0.3000
47800,0.01989,0.4793,0.4973,0.5034,0.5026,0.4922,0.4734,0.4903,0.4639,0.4722,0.4885,0.4570,0.5465,3.23,0.0651,0.475086,0.1745,0.3000
48000,0.01162,0.4797,0.4777,0.5023,0.4700,0.4950,0.4913,0.4768,0.4666,0.4732,0.4855,0.4720,0.5336,1.15,0.0791,0.767688,0.2249,0.3000
48200,0.10292,0.5128,0.4910,0.4975,0.4692,0.4680,0.4824,0.4623,0.4798,0.4883,0.4910,0.4789,0.5275,3.23,0.0708,0.475040,0.1459,0.3000
48400,0.14977,0.4753,0.4734,0.4849,0.4885,0.4971,0.4695,0.4801,0.4611,0.4818,0.4810,0.4642,0.5140,2.54,0.1132,0.556849,0.2055,0.3000
48600,0.03210,0.5014,0.4744,0.4724,0.4907,0.4928,0.4895,0.4653,0.4953,0.4649,0.4591,0.4652,0.5293,3.57,0.1049,0.439752,0.1961,0.3000
48800,0.01935,0.4882,0.4770,0.5081,0.4710,0.4862,0.5004,0.4912,0.4884,0.4898,0.4620,0.4811,0.5267,2.27,0.0539,0.593601,0.1672,0.3000
49000,0.05932,0.4930,0.5005,0.4853,0.4722,0.4936,0.4778,0.4992,0.4626,0.4654,0.4704,0.4865,0.5101,1.96,0.0563,0.637443,0.1984,0.3000
49200,0.02068,0.5073,0.5104,0.4780,0.4691,0.4777,0.4950,0.4626,0.4688,0.4627,0.4551,0.4873,0.5445,2.40,0.0640,0.574814,0.1515,0.3000
49400,0.03375,0.5150,0.4777,0.4857,0.4898,0.4866,0.4819,0.4953,0.4909,0.4789,0.4867,0.4867,0.4942,4.03,0.0951,0.395080,0.1551,0.3000
49600,0.01740,0.4906,0.5019,0.5013,0.5052,0.4776,0.4805,0.4813,0.4884,0.4606,0.4702,0.4541,0.5390,2.29,0.1041,0.590760,0.2321,0.3000
49800,0.03730,0.5051,0.4995,0.4935,0.4832,0.4925,0.4740,0.4789,0.4898,0.4727,0.4656,0.4808,0.5451,2.06,0.0542,0.622809,0.1977,0.3000
50000,0.05273,0.5010,0.4860,0.4956,0.5008,0.4876,0.4789,0.4788,0.4874,0.4696,0.4635,0.4703,0.5256,2.19,0.0725,0.603590,0.2270,0.3000
50200,0.02977,0.4807,0.4967,0.4910,0.4993,0.4931,0.4989,0.4623,0.4615,0.4913,0.4767,0.4702,0.4977,1.85,0.0314,0.653156,0.1741,0.3000
50400,0.04070,0.5104,0.4907,0.5046,0.4755,0.4790,0.5005,0.4816,0.4583,0.4806,0.4784,0.4759,0.5383,1.61,0.0703,0.690456,0.1928,0.3000
50600,0.03061,0.4952,0.4865,0.4720,0.4812,0.4930,0.4814,0.4701,0.4787,0.4664,0.4653,0.4693,0.4917,1.80,0.0740,0.660444,0.1510,0.3000
50800,0.04379,0.4955,0.5115,0.4893,0.4925,0.4837,0.4825,0.4780,0.4893,0.4843,0.4839,0.4870,0.5267,1.13,0.0774,0.770499,0.2185,0.3000
51000,0.08076,0.5078,0.4807,0.4735,0.5024,0.4794,0.4713,0.4674,0.4750,0.4777,0.4651,0.4609,0.5188,3.86,0.0747,0.411618,0.1813,0.3000
51200,0.05599,0.5070,0.4966,0.5018,0.4689,0.4839,0.4670,0.4997,0.4765,0.4696,0.4851,0.4818,0.5347,2.42,0.0651,0.572369,0.2071,0.3000
51400,0.05716,0.4859,0.5046,0.4964,0.4793,0.5048,0.4998,0.4916,0.4912,0.4806,0.4812,0.4637,0.4982,3.89,0.1347,0.408081,0.2148,0.3000
51600,0.01724,0.5142,0.5019,0.4737,0.4698,0.4755,0.5021,0.4902,0.4884,0.4635,0.4578,0.4631,0.5217,2.48,0.0795,0.565487,0.1970,0.3000
51800,0.01719,0.5065,0.4738,0.4717,0.4981,0.4912,0.4783,0.4750,0.4677,0.4811,0.4530,0.4781,0.5224,1.89,0.0857,0.647071,0.1680,0.3000
52000,0.04373,0.4987,0.4977,0.4804,0.4707,0.4871,0.4942,0.4935,0.4828,0.4741,0.4534,0.4711,0.5270,2.91,0.0427,0.511826,0.1651,0.3000
52200,0.05325,0.4828,0.5040,0.5055,0.5017,0.4972,0.4822,0.4860,0.4615,0.4949,0.4806,0.4693,0.5196,3.38,0.0603,0.458989,0.1849,0.3000
52400,0.02533,0.5124,0.4794,0.4722,0.4897,0.4996,0.4686,0.4674,0.4717,0.4554,0.4611,0.4572,0.4919,1.45,0.0816,0.716045,0.2346,0.3000
52600,0.11910,0.4875,0.4958,0.4831,0.4834,0.4870,0.4672,0.4914,0.4686,0.4838,0.4816,0.4638,0.5146,1.99,0.0758,0.632586,0.2089,0.3000
52800,0.04391,0.4850,0.4782,0.4921,0.5058,0.4945,0.4764,0.4949,0.4586,0.4705,0.4592,0.4584,0.5138,1.68,0.0815,0.679849,0.2350,0.3000
53000,0.05189,0.5119,0.4868,0.4909,0.4728,0.5008,0.4726,0.4832,0.4912,0.4651,0.4590,0.4675,0.5142,2.05,0.0885,0.623211,0.2182,0.3000
53200,0.03260,0.4915,0.4731,0.5022,0.4944,0.4772,0.4952,0.4895,0.4898,0.4752,0.4697,0.4872,0.5325,1.46,0.0994,0.713883,0.2414,0.3000
53400,0.06364,0.4850,0.4728,0.5038,0.4723,0.4669,0.4746,0.4719,0.4820,0.4719,0.4526,0.4504,0.4951,2.69,0.0953,0.537747,0.1675,0.3000
53600,0.02608,0.5123,0.5081,0.5018,0.4792,0.4929,0.4645,0.4796,0.4647,0.4770,0.4542,0.4889,0.4922,1.62,0.0499,0.688430,0.1813,0.3000
53800,0.01400,0.5085,0.4759,0.4761,0.4995,0.5028,0.4875,0.4802,0.4934,0.4822,0.4785,0.4549,0.5020,2.61,0.0624,0.548702,0.2162,0.3000
54000,0.01610,0.4909,0.4808,0.5019,0.4807,0.4728,0.4686,0.4927,0.4709,0.4639,0.4531,0.4579,0.5075,2.51,0.1209,0.561649,0.2223,0.3000
54200,0.10383,0.5066,0.4994,0.4935,0.5014,0.4968,0.4923,0.4956,0.4825,0.4562,0.4835,0.4794,0.4928,1.34,0.0531,0.733738,0.2191,0.3000
54400,0.04101,0.4821,0.4972,0.4775,0.4956,0.4859,0.4845,0.4780,0.4829,0.4859,0.4761,0.4536,0.5473,1.66,0.0655,0.681792,0.2364,0.3000
54600,0.00883,0.5034,0.5125,0.4783,0.5019,0.4748,0.4673,0.4977,0.4678,0.4610,0.4662,0.4824,0.4978,2.14,0.0577,0.610372,0.1863,0.3000
54800,0.10494,0.4829,0.4977,0.5071,0.4722,0.4696,0.4984,0.4636,0.4971,0.4685,0.4900,0.4596,0.5393,3.13,0.0755,0.486346,0.1637,0.3000
55000,0.02177,0.4847,0.4733,0.4721,0.4682,0.4692,0.4951,0.4946,0.4879,0.4718,0.4600,0.4678,0.5038,2.38,0.0851,0.577623,0.2166,0.3000
55200,0.03481,0.4828,0.4974,0.4832,0.4745,0.4880,0.4637,0.4812,0.4896,0.4646,0.4788,0.4692,0.4991,5.22,0.1231,0.300799,0.1442,0.3000
55400,0.03081,0.5040,0.5073,0.5010,0.4941,0.5021,0.4933,0.4822,0.4752,0.4695,0.4915,0.4853,0.5361,3.82,0.0875,0.414844,0.1819,0.3000
55600,0.05268,0.4815,0.4791,0.4820,0.4981,0.4760,0.4903,0.4916,0.4647,0.4941,0.4553,0.4825,0.4925,4.41,0.1044,0.362388,0.1699,0.3000
55800,0.01135,0.4926,0.5033,0.4854,0.4803,0.4804,0.4953,0.4704,0.4821,0.4811,0.4729,0.4795,0.5403,4.69,0.1106,0.339586,0.2294,0.3000
56000,0.04294,0.5083,0.4901,0.4897,0.4831,0.5027,0.4840,0.4762,0.4880,0.4771,0.4727,0.4604,0.5468,2.18,0.0717,0.605210,0.1967,0.3000
56200,0.07623,0.5062,0.5097,0.4716,0.4897,0.4848,0.4967,0.4897,0.4739,0.4857,0.4557,0.4783,0.5324,3.29,0.1096,0.468782,0.1966,0.3000
56400,0.01520,0.4753,0.4810,0.4976,0.5074,0.4773,0.4921,0.4674,0.4816,0.4559,0.4803,0.4600,0.5246,2.60,0.0769,0.549705,0.2266,0.3000
56600,0.06225,0.4899,0.5116,0.4925,0.4958,0.5029,0.4664,0.4767,0.4671,0.4873,0.4534,0.4859,0.5057,2.07,0.0928,0.621425,0.2463,0.3000
56800,0.02636,0.5004,0.5115,0.4837,0.4980,0.4853,0.4689,0.4753,0.4806,0.4802,0.4555,0.4505,0.5066,3.55,0.0723,0.441437,0.2089,0.3000
57000,0.06693,0.4778,0.5022,0.4712,0.4836,0.4962,0.4873,0.4925,0.4759,0.4813,0.4596,0.4692,0.5013,2.00,0.0671,0.631248,0.1890,0.3000
57200,0.12059,0.4913,0.4733,0.4958,0.4694,0.5031,0.4906,0.4900,0.4739,0.4702,0.4870,0.4751,0.5217,3.75,0.0784,0.421516,0.1644,0.3000
57400,0.01949,0.4799,0.4926,0.4908,0.4860,0.4960,0.4852,0.4825,0.4669,0.4619,0.4908,0.4891,0.5338,2.27,0.0829,0.593085,0.2133,0.3000
57600,0.05019,0.4899,0.5008,0.4890,0.4696,0.4756,0.4987,0.4857,0.4658,0.4585,0.4540,0.4875,0.5013,2.15,0.0659,0.608891,0.1766,0.3000
57800,0.06975,0.4769,0.4774,0.4978,0.4698,0.4995,0.5007,0.4990,0.4727,0.4749,0.4825,0.4586,0.5438,1.24,0.0712,0.750933,0.2233,0.3000
58000,0.03001,0.5029,0.5040,0.4959,0.4687,0.4818,0.4851,0.4912,0.4778,0.4918,0.4786,0.4697,0.5176,2.31,0.0836,0.586849,0.2371,0.3000
58200,0.03814,0.5060,0.4993,0.4880,0.4854,0.4691,0.4719,0.4847,0.4960,0.4940,0.4666,0.4517,0.5047,3.16,0.0938,0.482786,0.2004,0.3000
58400,0.02697,0.5074,0.4817,0.4952,0.4965,0.4664,0.4879,0.4615,0.4887,0.4678,0.4900,0.4645,0.5465,3.02,0.1247,0.499440,0.1398,0.3000
58600,0.02734,0.4902,0.4891,0.5002,0.4859,0.4897,0.4820,0.4910,0.4714,0.4817,0.4812,0.4512,0.5228,1.75,0.1002,0.667734,0.1898,0.3000
58800,0.04301,0.5079,0.4852,0.4712,0.4955,0.4695,0.4981,0.4908,0.4837,0.4923,0.4896,0.4710,0.4911,3.44,0.1285,0.452707,0.1573,0.3000
